July 23, 2025   20:12:06
Differential Pulse Voltammetry
File: e:\Data Source:  Experiment
Instrument Model:  CHI620E
Header: 
Note: 

Init E (V) = 0
Final E (V) = 1
Incr E (V) = 0.004
Amplitude (V) = 0.05
Pulse Width (sec) = 0.05
Sample Width (sec) = 0.0167
Pulse Period (sec) = 0.5
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.01

Results:

Channel 1:
Ep = 0.516V
ip = 3.598e-5A
Ap = 5.209e-6VA

Potential/V, Current/A

0.004, 1.766e-5
0.008, 1.614e-5
0.012, 1.476e-5
0.016, 1.362e-5
0.020, 1.256e-5
0.024, 1.190e-5
0.028, 1.136e-5
0.032, 1.084e-5
0.036, 1.036e-5
0.040, 9.877e-6
0.044, 9.700e-6
0.048, 9.418e-6
0.052, 9.029e-6
0.056, 8.570e-6
0.060, 8.664e-6
0.064, 8.252e-6
0.068, 8.017e-6
0.072, 7.711e-6
0.076, 7.428e-6
0.080, 7.346e-6
0.084, 7.122e-6
0.088, 6.851e-6
0.092, 6.863e-6
0.096, 6.475e-6
0.100, 6.322e-6
0.104, 6.192e-6
0.108, 6.039e-6
0.112, 5.780e-6
0.116, 5.827e-6
0.120, 5.580e-6
0.124, 5.603e-6
0.128, 5.380e-6
0.132, 5.344e-6
0.136, 5.215e-6
0.140, 5.203e-6
0.144, 5.074e-6
0.148, 4.827e-6
0.152, 4.850e-6
0.156, 4.827e-6
0.160, 4.673e-6
0.164, 4.685e-6
0.168, 4.568e-6
0.172, 4.650e-6
0.176, 4.544e-6
0.180, 4.344e-6
0.184, 4.403e-6
0.188, 4.520e-6
0.192, 4.214e-6
0.196, 4.261e-6
0.200, 4.144e-6
0.204, 4.203e-6
0.208, 4.226e-6
0.212, 4.014e-6
0.216, 3.955e-6
0.220, 3.967e-6
0.224, 3.908e-6
0.228, 3.849e-6
0.232, 3.732e-6
0.236, 3.708e-6
0.240, 3.755e-6
0.244, 3.661e-6
0.248, 3.602e-6
0.252, 3.590e-6
0.256, 3.520e-6
0.260, 3.390e-6
0.264, 3.426e-6
0.268, 3.390e-6
0.272, 3.496e-6
0.276, 3.308e-6
0.280, 3.284e-6
0.284, 3.320e-6
0.288, 3.331e-6
0.292, 3.320e-6
0.296, 3.120e-6
0.300, 3.049e-6
0.304, 3.037e-6
0.308, 3.178e-6
0.312, 3.025e-6
0.316, 3.084e-6
0.320, 3.084e-6
0.324, 2.813e-6
0.328, 2.967e-6
0.332, 2.978e-6
0.336, 2.825e-6
0.340, 2.955e-6
0.344, 2.708e-6
0.348, 2.849e-6
0.352, 2.884e-6
0.356, 2.731e-6
0.360, 2.719e-6
0.364, 2.978e-6
0.368, 2.861e-6
0.372, 2.943e-6
0.376, 2.849e-6
0.380, 2.931e-6
0.384, 3.120e-6
0.388, 3.084e-6
0.392, 3.214e-6
0.396, 3.202e-6
0.400, 3.273e-6
0.404, 3.449e-6
0.408, 3.814e-6
0.412, 4.061e-6
0.416, 4.379e-6
0.420, 4.638e-6
0.424, 5.062e-6
0.428, 5.768e-6
0.432, 6.204e-6
0.436, 7.157e-6
0.440, 7.970e-6
0.444, 9.229e-6
0.448, 1.071e-5
0.452, 1.221e-5
0.456, 1.397e-5
0.460, 1.555e-5
0.464, 1.741e-5
0.468, 1.881e-5
0.472, 2.045e-5
0.476, 2.240e-5
0.480, 2.423e-5
